Gene Id,Gene Name
ENSACAG00000015813,
ENSACAG00000016433,MAP3K14
ENSACAG00000015815,SHOC2
ENSACAG00000015654,BEST4
ENSACAG00000015853,ADRA2A
ENSACAG00000016489,FMNL1
ENSACAG00000014473,ACSS3
ENSACAG00000015868,UNC5B
ENSACAG00000015697,RPS8
ENSACAG00000014452,LIN7A
ENSACAG00000014431,MYF5
ENSACAG00000016508,PSMD11
ENSACAG00000022851,MYF6
ENSACAG00000015991,
ENSACAG00000015710,GPBP1L1
ENSACAG00000015996,SLC29A3
ENSACAG00000015732,TMEM69
ENSACAG00000014272,PTPRQ
ENSACAG00000015733,IPP
ENSACAG00000016584,NSF
ENSACAG00000028908,CDH23
ENSACAG00000015757,
ENSACAG00000014205,OTOGL
ENSACAG00000015765,MAST2
ENSACAG00000028208,C10orf105
ENSACAG00000014176,RPS16
ENSACAG00000016392,
ENSACAG00000016642,WNT3
ENSACAG00000016414,PSAP
ENSACAG00000016690,WNT9B
ENSACAG00000016728,
ENSACAG00000015856,
ENSACAG00000016739,
ENSACAG00000016741,RPRML
ENSACAG00000014016,PPP1R12A
ENSACAG00000029493,TSPAN1
ENSACAG00000016742,
ENSACAG00000002424,POMGNT1
ENSACAG00000017793,CHST3
ENSACAG00000017786,AIFM2
ENSACAG00000014001,
ENSACAG00000002422,LURAP1
ENSACAG00000017782,MACROH2A2
ENSACAG00000023986,
ENSACAG00000002312,RAD54L
ENSACAG00000013826,SYT1
ENSACAG00000002210,LRRC41
ENSACAG00000016814,EFCAB3
ENSACAG00000016823,
ENSACAG00000028939,
ENSACAG00000001460,PTPRB
ENSACAG00000002194,
ENSACAG00000017768,COL13A1
ENSACAG00000016868,TLK2
ENSACAG00000002150,
ENSACAG00000002040,FAAH
ENSACAG00000021144,PTPRR
ENSACAG00000016895,METTL16
ENSACAG00000001984,
ENSACAG00000016919,ZNF385C
ENSACAG00000024524,
ENSACAG00000028412,
ENSACAG00000016936,NKIRAS2
ENSACAG00000008843,PCBD1
ENSACAG00000029353,
ENSACAG00000001951,DMBX1
ENSACAG00000001870,
ENSACAG00000007164,TSPAN8
ENSACAG00000008740,SGPL1
ENSACAG00000016938,DNAJC7
ENSACAG00000001833,MOB3C
ENSACAG00000027995,
ENSACAG00000004527,ELAVL4
ENSACAG00000008733,TBATA
ENSACAG00000007193,LGR5
ENSACAG00000016984,CNP
ENSACAG00000008632,
ENSACAG00000007289,DMRTA2
ENSACAG00000016998,TTC25
ENSACAG00000007308,FAF1
ENSACAG00000007327,ZFC3H1
ENSACAG00000007393,CDKN2C
ENSACAG00000007410,RNF11
ENSACAG00000008463,ADAMTS14
ENSACAG00000007396,TMEM19
ENSACAG00000007432,RAB21
ENSACAG00000017013,ACLY
ENSACAG00000008406,PALD1
ENSACAG00000007433,EPS15
ENSACAG00000007439,TBC1D15
ENSACAG00000008399,NODAL
ENSACAG00000008388,EIF4EBP2
ENSACAG00000008384,LRRC20
ENSACAG00000015207,NPFFR1
ENSACAG00000017093,KLHL11
ENSACAG00000007531,TPH2
ENSACAG00000017097,NT5C3B
ENSACAG00000022598,
ENSACAG00000001549,PPA1
ENSACAG00000026245,
ENSACAG00000017140,FKBP10
ENSACAG00000007619,
ENSACAG00000007691,KCNC2
ENSACAG00000007574,OSBPL9
ENSACAG00000017163,HROB
ENSACAG00000017168,ASB16
ENSACAG00000007716,CAPS2
ENSACAG00000001470,
ENSACAG00000017177,TMUB2
ENSACAG00000029340,
ENSACAG00000029585,
ENSACAG00000017179,ATXN7L3
ENSACAG00000001462,TYSND1
ENSACAG00000007743,
ENSACAG00000001348,SPOCK2
ENSACAG00000007749,
ENSACAG00000017186,
ENSACAG00000001244,ASCC1
ENSACAG00000007763,
ENSACAG00000001222,ANAPC16
ENSACAG00000007741,
ENSACAG00000001209,DDIT4
ENSACAG00000001124,
ENSACAG00000007788,KRR1
ENSACAG00000001004,DNAJB12
ENSACAG00000000907,MICU1
ENSACAG00000017228,SLC4A1
ENSACAG00000006924,NAP1L1
ENSACAG00000000862,MCU
ENSACAG00000028717,RAB3B
ENSACAG00000000811,OIT3
ENSACAG00000028458,PLA2G12B
ENSACAG00000017290,RUNDC3A
ENSACAG00000000564,P4HA1
ENSACAG00000006790,OSBPL8
ENSACAG00000008073,txndc12
ENSACAG00000017306,SLC25A39
ENSACAG00000000498,NUDT13
ENSACAG00000017319,MAPT
ENSACAG00000007157,
ENSACAG00000008082,BTF3L4
ENSACAG00000017346,KANSL1
ENSACAG00000006696,ZDHHC17
ENSACAG00000008107,ZFYVE9
ENSACAG00000017359,CDC27
ENSACAG00000006675,CSRP2
ENSACAG00000008185,CC2D1B
ENSACAG00000007299,DOCK1
ENSACAG00000005414,E2F7
ENSACAG00000017407,
ENSACAG00000008199,ORC1
ENSACAG00000017422,CACNB1
ENSACAG00000014617,NAV3
ENSACAG00000008249,PRPF38A
ENSACAG00000005899,
ENSACAG00000017455,
ENSACAG00000008282,TUT4
ENSACAG00000010162,BMP3
ENSACAG00000007292,
ENSACAG00000007298,INSYN2A
ENSACAG00000008300,GPX7
ENSACAG00000007461,
ENSACAG00000029439,
ENSACAG00000010172,PRKG2
ENSACAG00000007466,CLRN3
ENSACAG00000024012,
ENSACAG00000008311,
ENSACAG00000007467,
ENSACAG00000017469,STAC2
ENSACAG00000007662,
ENSACAG00000028040,
ENSACAG00000020986,
ENSACAG00000008331,SHISAL2A
ENSACAG00000017482,
ENSACAG00000008332,COA7
ENSACAG00000010279,RASGEF1B
ENSACAG00000010342,HNRNPD
ENSACAG00000008585,MGMT
ENSACAG00000008590,EBF3
ENSACAG00000008334,ZYG11B
ENSACAG00000010416,HNRNPDL
ENSACAG00000017505,FBXL20
ENSACAG00000029108,ZYG11A
ENSACAG00000010419,ENOPH1
ENSACAG00000008434,ECHDC2
ENSACAG00000029345,TMEM150C
ENSACAG00000015736,GLRX3
ENSACAG00000017520,MED1
ENSACAG00000010481,SEC31A
ENSACAG00000008469,SCP2
ENSACAG00000028979,
ENSACAG00000008136,TCERG1L
ENSACAG00000023742,
ENSACAG00000008068,PPP2R2D
ENSACAG00000017541,
ENSACAG00000010548,LIN54
ENSACAG00000028131,PODN
ENSACAG00000008623,SLC1A7
ENSACAG00000017561,NEUROD2
ENSACAG00000008046,BNIP3
ENSACAG00000008712,CPT2
ENSACAG00000010628,COPS4
ENSACAG00000003823,STARD3
ENSACAG00000002146,
ENSACAG00000010690,PLAC8
ENSACAG00000028601,
ENSACAG00000003820,
ENSACAG00000010708,COQ2
ENSACAG00000007932,JAKMIP3
ENSACAG00000008746,CZIB
ENSACAG00000003751,PGAP3
ENSACAG00000003800,PNMT
ENSACAG00000010731,HPSE
ENSACAG00000008778,MAGOH
ENSACAG00000007703,DPYSL4
ENSACAG00000008779,LRP8
ENSACAG00000003496,ERBB2
ENSACAG00000010842,HELQ
ENSACAG00000008897,
ENSACAG00000010949,ABRAXAS1
ENSACAG00000008903,DMRTB1
ENSACAG00000010948,
ENSACAG00000008910,GLIS1
ENSACAG00000023921,
ENSACAG00000008951,NDC1
ENSACAG00000011022,GPAT3
ENSACAG00000008956,YIPF1
ENSACAG00000007586,STK32C
ENSACAG00000003485,MIEN1
ENSACAG00000028858,HSPB11
ENSACAG00000005787,
ENSACAG00000014572,KLHDC8A
ENSACAG00000014491,NUAK2
ENSACAG00000007576,LRRC27
ENSACAG00000011274,CDS1
ENSACAG00000003395,GRB7
ENSACAG00000007567,PWWP2B
ENSACAG00000014434,TMCC2
ENSACAG00000005748,INPP5A
ENSACAG00000027662,
ENSACAG00000014313,DSTYK
ENSACAG00000003358,
ENSACAG00000005789,
ENSACAG00000003308,IKZF3
ENSACAG00000011422,WDFY3
ENSACAG00000014232,RBBP5
ENSACAG00000003285,ZPBP2
ENSACAG00000005841,
ENSACAG00000003283,
ENSACAG00000003273,
ENSACAG00000022624,
ENSACAG00000028523,
ENSACAG00000005868,CFAP46
ENSACAG00000014227,TMEM81
ENSACAG00000011711,ARHGAP24
ENSACAG00000003160,PSMD3
ENSACAG00000021034,
ENSACAG00000028487,
ENSACAG00000026820,
ENSACAG00000013863,CNTN2
ENSACAG00000011795,MAPK10
ENSACAG00000017438,
ENSACAG00000017448,C10orf88
ENSACAG00000003026,MED24
ENSACAG00000017452,
ENSACAG00000017467,PSTK
ENSACAG00000017468,IKZF5
ENSACAG00000013660,NFASC
ENSACAG00000012072,PTPN13
ENSACAG00000017471,ACADSB
ENSACAG00000002898,THRA
ENSACAG00000017490,HMX3
ENSACAG00000002847,NR1D1
ENSACAG00000017493,HMX2
ENSACAG00000002768,MSL1
ENSACAG00000012192,AFF1
ENSACAG00000017494,BUB3
ENSACAG00000002674,CASC3
ENSACAG00000007344,LRRN2
ENSACAG00000017503,GPR26
ENSACAG00000017504,CPXM2
ENSACAG00000007350,
ENSACAG00000002541,RAPGEFL1
ENSACAG00000012252,KLHL8
ENSACAG00000002522,WIPF2
ENSACAG00000017532,CHST15
ENSACAG00000007419,PIK3C2B
ENSACAG00000002503,CDC6
ENSACAG00000024274,
ENSACAG00000012360,
ENSACAG00000002413,RARA
ENSACAG00000012372,
ENSACAG00000017543,OAT
ENSACAG00000007599,
ENSACAG00000024632,
ENSACAG00000007602,PLEKHA6
ENSACAG00000002406,GJD3
ENSACAG00000022361,NKX1-2
ENSACAG00000017564,LHPP
ENSACAG00000029607,GOLT1A
ENSACAG00000012491,HSD17B13
ENSACAG00000014398,FAM53B
ENSACAG00000007697,REN
ENSACAG00000001904,TOP2A
ENSACAG00000014407,
ENSACAG00000023103,scpppq1
ENSACAG00000009951,ETNK2
ENSACAG00000024417,
ENSACAG00000014423,ABRAXAS2
ENSACAG00000012488,
ENSACAG00000010028,SOX13
ENSACAG00000012637,IBSP
ENSACAG00000029505,
ENSACAG00000014485,ZRANB1
ENSACAG00000010067,SNRPE
ENSACAG00000012670,SPP1
ENSACAG00000016160,IGFBP4
ENSACAG00000014547,CTBP2
ENSACAG00000016132,TNS4
ENSACAG00000010077,
ENSACAG00000012695,PKD2
ENSACAG00000016124,CCR7
ENSACAG00000001232,TEX36
ENSACAG00000000994,EDRF1
ENSACAG00000028261,
ENSACAG00000016067,SMARCE1
ENSACAG00000010151,ATP2B4
ENSACAG00000000920,UROS
ENSACAG00000012812,
ENSACAG00000016060,
ENSACAG00000028648,
ENSACAG00000000886,BCCIP
ENSACAG00000015988,
ENSACAG00000000847,FANK1
ENSACAG00000012908,PPM1K
ENSACAG00000017866,KRT12
ENSACAG00000002051,OPTC
ENSACAG00000002144,PRELP
ENSACAG00000002165,FMOD
ENSACAG00000009974,BTG2
ENSACAG00000000456,ADAM12
ENSACAG00000012928,
ENSACAG00000028440,
ENSACAG00000029308,KRT23
ENSACAG00000028383,
ENSACAG00000015803,
ENSACAG00000003458,
ENSACAG00000017860,krt36
ENSACAG00000028775,
ENSACAG00000028720,
ENSACAG00000012968,PYURF
ENSACAG00000017868,KRT15
ENSACAG00000017425,
ENSACAG00000003383,
ENSACAG00000029628,
ENSACAG00000027366,
ENSACAG00000012970,
ENSACAG00000017874,
ENSACAG00000017876,
ENSACAG00000028620,
ENSACAG00000017408,
ENSACAG00000017367,HTRA1
ENSACAG00000017879,
ENSACAG00000003377,
ENSACAG00000017336,PLEKHA1
ENSACAG00000013239,FAM13A
ENSACAG00000029070,BTBD16
ENSACAG00000026769,
ENSACAG00000017293,TACC2
ENSACAG00000026743,GPRIN3
ENSACAG00000029405,SNCA
ENSACAG00000013371,MMRN1
ENSACAG00000028562,KRT19
ENSACAG00000013398,
ENSACAG00000004404,EIF1
ENSACAG00000025249,
ENSACAG00000013418,CCSER1
ENSACAG00000028495,
ENSACAG00000017278,NSMCE4A
ENSACAG00000022250,
ENSACAG00000013454,
ENSACAG00000003380,
ENSACAG00000017887,P3H4
ENSACAG00000013544,
ENSACAG00000003192,
ENSACAG00000017242,ATE1
ENSACAG00000023125,
ENSACAG00000003170,TAF8
ENSACAG00000017206,
ENSACAG00000017889,JUP
ENSACAG00000013554,SMARCAD1
ENSACAG00000003106,CCND3
ENSACAG00000003079,BYSL
ENSACAG00000017899,
ENSACAG00000003059,
ENSACAG00000013560,
ENSACAG00000002993,USP49
ENSACAG00000017907,
ENSACAG00000013613,PDLIM5
ENSACAG00000017908,
ENSACAG00000017159,WDR11
ENSACAG00000002903,
ENSACAG00000002874,FRS3
ENSACAG00000017912,
ENSACAG00000024788,
ENSACAG00000028997,PLPP4
ENSACAG00000017919,
ENSACAG00000027343,
ENSACAG00000017131,SEC23IP
ENSACAG00000013701,BMPR1B
ENSACAG00000017920,SMARCD2
ENSACAG00000002730,PGC
ENSACAG00000017921,PSMC5
ENSACAG00000017098,MCMBP
ENSACAG00000002664,TFEB
ENSACAG00000002662,MDFI
ENSACAG00000002660,
ENSACAG00000013827,UNC5C
ENSACAG00000017047,
ENSACAG00000002366,FOXP4
ENSACAG00000017032,BAG3
ENSACAG00000017930,FTSJ3
ENSACAG00000003504,MSRB3
ENSACAG00000016986,TIAL1
ENSACAG00000015952,SRI
ENSACAG00000003477,LEMD3
ENSACAG00000017931,
ENSACAG00000003473,WIF1
ENSACAG00000026083,
ENSACAG00000016977,RGS10
ENSACAG00000017932,
ENSACAG00000003442,
ENSACAG00000002030,ENOX1
ENSACAG00000002359,
ENSACAG00000017936,ATP6V0A1
ENSACAG00000002350,
ENSACAG00000002322,
ENSACAG00000002022,DNAJC15
ENSACAG00000002228,PPARD
ENSACAG00000001987,
ENSACAG00000029098,
ENSACAG00000003396,GNS
ENSACAG00000001923,TNFSF11
ENSACAG00000001911,AKAP11
ENSACAG00000017939,CAVIN1
ENSACAG00000003364,RASSF3
ENSACAG00000025610,
ENSACAG00000002129,DEF6
ENSACAG00000001662,DGKH
ENSACAG00000003232,TBK1
ENSACAG00000001947,SCUBE3
ENSACAG00000017940,STAT3
ENSACAG00000003154,XPOT
ENSACAG00000001188,
ENSACAG00000001834,
ENSACAG00000022013,
ENSACAG00000001170,RGCC
ENSACAG00000003125,RPL18A
ENSACAG00000000984,NAA16
ENSACAG00000001592,ANKS1A
ENSACAG00000003116,C12orf66
ENSACAG00000001573,
ENSACAG00000000897,MTRF1
ENSACAG00000017951,
ENSACAG00000001504,UHRF1BP1
ENSACAG00000003011,SRGAP1
ENSACAG00000000798,WBP4
ENSACAG00000015721,SNRPC
ENSACAG00000000719,ELF1
ENSACAG00000017953,
ENSACAG00000015742,ILRUN
ENSACAG00000017956,HCRT
ENSACAG00000000605,SUGT1
ENSACAG00000017957,KCNH4
ENSACAG00000015770,SPDEF
ENSACAG00000000443,AVPR1A
ENSACAG00000000448,PPM1H
ENSACAG00000000442,CNMD
ENSACAG00000015801,PACSIN1
ENSACAG00000017960,
ENSACAG00000000396,
ENSACAG00000000380,OLFM4
ENSACAG00000015886,
ENSACAG00000028344,NUDT3
ENSACAG00000023618,
ENSACAG00000017962,KAT2A
ENSACAG00000000574,MON2
ENSACAG00000024314,
ENSACAG00000029411,
ENSACAG00000015910,HMGA1
ENSACAG00000022375,
ENSACAG00000000482,PCDH17
ENSACAG00000015953,GRM4
ENSACAG00000023519,
ENSACAG00000016044,
ENSACAG00000017964,NAGLU
ENSACAG00000016065,rh2
ENSACAG00000017967,COASY
ENSACAG00000022014,
ENSACAG00000016140,LEMD2
ENSACAG00000017968,
ENSACAG00000004603,DIAPH3
ENSACAG00000029122,
ENSACAG00000000802,USP15
ENSACAG00000017970,MLLT6
ENSACAG00000016147,IP6K3
ENSACAG00000026095,UQCC2
ENSACAG00000017973,
ENSACAG00000007498,SRCIN1
ENSACAG00000016163,ITPR3
ENSACAG00000001431,TAFA2
ENSACAG00000004923,TDRD3
ENSACAG00000007448,ARHGAP23
ENSACAG00000001451,SLC16A7
ENSACAG00000004968,
ENSACAG00000025381,
ENSACAG00000028579,
ENSACAG00000007418,SOCS7
ENSACAG00000001513,LRIG3
ENSACAG00000024504,
ENSACAG00000022692,
ENSACAG00000007374,GPR179
ENSACAG00000004984,PCDH9
ENSACAG00000001618,ATP23
ENSACAG00000026440,
ENSACAG00000022322,
ENSACAG00000001636,RPAP3
ENSACAG00000004991,KLHL1
ENSACAG00000007343,MRPL45
ENSACAG00000001736,AMIGO2
ENSACAG00000027440,
ENSACAG00000028543,
ENSACAG00000000465,DACH1
ENSACAG00000001742,SLC38A4
ENSACAG00000016485,BAK1
ENSACAG00000002781,
ENSACAG00000007242,NPEPPS
ENSACAG00000028403,TSPO2
ENSACAG00000002715,
ENSACAG00000016506,APOBEC2
ENSACAG00000016516,OARD1
ENSACAG00000002630,DCT
ENSACAG00000016527,NFYA
ENSACAG00000002060,SLC38A2
ENSACAG00000016570,ETV7
ENSACAG00000002532,TGDS
ENSACAG00000007097,KPNB1
ENSACAG00000016583,KCTD20
ENSACAG00000025678,
ENSACAG00000002500,GPR180
ENSACAG00000002492,SOX21
ENSACAG00000002285,SLC38A1
ENSACAG00000016606,STK38
ENSACAG00000007079,TBKBP1
ENSACAG00000016635,
ENSACAG00000007044,TBX21
ENSACAG00000002372,SCAF11
ENSACAG00000016637,SRSF3
ENSACAG00000016653,CDKN1A
ENSACAG00000006906,OSBPL7
ENSACAG00000002402,ARID2
ENSACAG00000016656,
ENSACAG00000002058,ABCC4
ENSACAG00000016658,
ENSACAG00000002466,ANO6
ENSACAG00000016684,
ENSACAG00000006889,MRPL10
ENSACAG00000016694,
ENSACAG00000029507,MTCH1
ENSACAG00000006887,
ENSACAG00000002581,
ENSACAG00000024075,
ENSACAG00000006837,SCRN2
ENSACAG00000012294,PROM1
ENSACAG00000006831,SP6
ENSACAG00000006793,SP2
ENSACAG00000006764,PNPO
ENSACAG00000012292,FGFBP2
ENSACAG00000001996,CLDN10
ENSACAG00000006762,PRR15L
ENSACAG00000022948,
ENSACAG00000002584,NELL2
ENSACAG00000012215,FBXL5
ENSACAG00000001944,DZIP1
ENSACAG00000006686,CDK5RAP3
ENSACAG00000024754,
ENSACAG00000012129,
ENSACAG00000006651,COPZ2
ENSACAG00000001832,DNAJC3
ENSACAG00000009142,TEAD3
ENSACAG00000006615,NFE2L1
ENSACAG00000001422,UGGT2
ENSACAG00000006594,CBX1
ENSACAG00000025764,TMEM117
ENSACAG00000001133,HS6ST3
ENSACAG00000002866,
ENSACAG00000006556,SNX11
ENSACAG00000001129,
ENSACAG00000027813,
ENSACAG00000006534,SKAP1
ENSACAG00000002880,TWF1
ENSACAG00000006529,HOXB1
ENSACAG00000009270,SMPD2
ENSACAG00000006521,HOXB2
ENSACAG00000002988,IRAK4
ENSACAG00000000969,MBNL2
ENSACAG00000009308,MICAL1
ENSACAG00000006508,HOXB3
ENSACAG00000003055,PUS7L
ENSACAG00000006499,HOXB4
ENSACAG00000009418,RPL10A
ENSACAG00000006484,HOXB5
ENSACAG00000006474,HOXB6
ENSACAG00000003071,ADAMTS20
ENSACAG00000006434,HOXB7
ENSACAG00000006423,HOXB8
ENSACAG00000006412,HOXB9
ENSACAG00000006408,
ENSACAG00000000954,RAP2A
ENSACAG00000000948,SLAIN1
ENSACAG00000006363,TTLL6
ENSACAG00000029217,
ENSACAG00000009453,
ENSACAG00000009492,
ENSACAG00000003086,PRICKLE1
ENSACAG00000006352,
ENSACAG00000000646,MYCBP2
ENSACAG00000003149,PPHLN1
ENSACAG00000006341,ATP5MC1
ENSACAG00000006311,UBE2Z
ENSACAG00000003172,ZCRB1
ENSACAG00000006297,SNF8
ENSACAG00000003204,YAF2
ENSACAG00000000608,FBXL3
ENSACAG00000006291,GIP
ENSACAG00000000535,
ENSACAG00000016426,GXYLT1
ENSACAG00000009520,CACNA1S
ENSACAG00000000495,
ENSACAG00000006199,IGF2BP1
ENSACAG00000000470,ACOD1
ENSACAG00000016388,PDZRN4
ENSACAG00000026026,KCTD12
ENSACAG00000023054,
ENSACAG00000006165,
ENSACAG00000024163,GNGT2
ENSACAG00000002156,LMO7
ENSACAG00000006110,
ENSACAG00000006108,PHOSPHO1
ENSACAG00000016139,CNTN1
ENSACAG00000006063,ZNF652
ENSACAG00000002035,UCHL3
ENSACAG00000009963,KIF21B
ENSACAG00000002033,COMMD6
ENSACAG00000004797,PHB
ENSACAG00000024802,TBC1D4
ENSACAG00000001764,KLF12
ENSACAG00000000949,KLF5
ENSACAG00000000825,PIBF1
ENSACAG00000004836,NGFR
ENSACAG00000004878,NXPH3
ENSACAG00000004879,SPOP
ENSACAG00000026075,
ENSACAG00000000649,DIS3
ENSACAG00000004966,SLC35B1
ENSACAG00000010063,INAVA
ENSACAG00000010089,GPR25
ENSACAG00000000007,NRCAM
ENSACAG00000004992,FAM117A
ENSACAG00000010095,
ENSACAG00000000625,BORA
ENSACAG00000010122,TMEM167B
ENSACAG00000028489,C1orf194
ENSACAG00000000618,MZT1
ENSACAG00000005025,KAT7
ENSACAG00000026899,
ENSACAG00000025252,
ENSACAG00000009886,SLITRK5
ENSACAG00000005126,
ENSACAG00000029072,
ENSACAG00000023489,
ENSACAG00000005130,DLX3
ENSACAG00000010125,ELAPOR1
ENSACAG00000004385,
ENSACAG00000004440,SLITRK6
ENSACAG00000000332,SLITRK1
ENSACAG00000008426,
ENSACAG00000012756,NUP210
ENSACAG00000000006,PNPLA8
ENSACAG00000005508,
ENSACAG00000025984,
ENSACAG00000010269,SARS1
ENSACAG00000000321,
ENSACAG00000029157,
ENSACAG00000005384,PDK2
ENSACAG00000005218,IMMP2L
ENSACAG00000016066,SPRY2
ENSACAG00000005217,LRRN3
ENSACAG00000028969,
ENSACAG00000029115,NDFIP2
ENSACAG00000024778,SAMD14
ENSACAG00000010393,CELSR2
ENSACAG00000005320,PPP1R9B
ENSACAG00000016128,RBM26
ENSACAG00000004963,DOCK4
ENSACAG00000016170,OBI1
ENSACAG00000023160,SGCA
ENSACAG00000016202,EDNRB
ENSACAG00000010591,PPIL1
ENSACAG00000024181,
ENSACAG00000024915,
ENSACAG00000011209,QDPR
ENSACAG00000011194,CLRN2
ENSACAG00000011127,LAP3
ENSACAG00000016245,
ENSACAG00000005084,COL1A1
ENSACAG00000013260,DCX
ENSACAG00000005654,CAMK1G
ENSACAG00000007100,ZNF277
ENSACAG00000005756,LAMB3
ENSACAG00000016396,FARP1
ENSACAG00000007037,
ENSACAG00000005026,
ENSACAG00000005822,G0S2
ENSACAG00000022717,
ENSACAG00000005823,HSD11B1
ENSACAG00000007031,TMEM168
ENSACAG00000007011,BMT2
ENSACAG00000016454,STK24
ENSACAG00000005896,
ENSACAG00000007005,GPR85
ENSACAG00000004972,MPP2
ENSACAG00000005927,C1orf74
ENSACAG00000007002,PPP1R3A
ENSACAG00000005931,IRF6
ENSACAG00000004967,PYY
ENSACAG00000004948,TMEM101
ENSACAG00000006713,FOXP2
ENSACAG00000004871,CEL
ENSACAG00000006000,GUCA1B
ENSACAG00000016518,SLC15A1
ENSACAG00000006712,MDFIC
ENSACAG00000004827,ETV4
ENSACAG00000006672,TFEC
ENSACAG00000009975,PSMB6
ENSACAG00000004805,MEOX1
ENSACAG00000004803,SOST
ENSACAG00000004781,
ENSACAG00000006019,GUCA1A
ENSACAG00000028613,
ENSACAG00000006611,TES
ENSACAG00000004771,CFAP97D1
ENSACAG00000006037,
ENSACAG00000022838,
ENSACAG00000006038,
ENSACAG00000006587,CAV2
ENSACAG00000028755,WDR77
ENSACAG00000006576,CAV1
ENSACAG00000004676,MPP3
ENSACAG00000006135,ATP5PB
ENSACAG00000006155,ADORA3
ENSACAG00000016608,DOCK9
ENSACAG00000028340,
ENSACAG00000004639,
ENSACAG00000006188,
ENSACAG00000028312,
ENSACAG00000006229,INKA2
ENSACAG00000004618,LSM12
ENSACAG00000004570,G6PC3
ENSACAG00000006235,DDX20
ENSACAG00000008309,MET
ENSACAG00000004207,HDAC5
ENSACAG00000006322,
ENSACAG00000029137,
ENSACAG00000017923,CTTNBP2NL
ENSACAG00000017925,WNT2B
ENSACAG00000008196,CAPZA2
ENSACAG00000004111,CCDC47
ENSACAG00000017929,ST7L
ENSACAG00000010070,
ENSACAG00000016776,UBAC2
ENSACAG00000008154,
ENSACAG00000016796,GPR18
ENSACAG00000003994,DDX42
ENSACAG00000008056,ASZ1
ENSACAG00000020972,
ENSACAG00000008881,TM9SF2
ENSACAG00000017934,CAPZA1
ENSACAG00000007652,CFTR
ENSACAG00000003901,
ENSACAG00000009072,CLYBL
ENSACAG00000003701,ZIC5
ENSACAG00000003879,
ENSACAG00000003681,ZIC2
ENSACAG00000007252,CTTNBP2
ENSACAG00000017938,MOV10
ENSACAG00000003812,PLXDC1
ENSACAG00000007208,
ENSACAG00000003550,PCCA
ENSACAG00000007207,KCND2
ENSACAG00000022906,
ENSACAG00000017941,
ENSACAG00000003540,GGACT
ENSACAG00000011641,
ENSACAG00000003482,TMTC4
ENSACAG00000011889,
ENSACAG00000028726,
ENSACAG00000011895,THAP7
ENSACAG00000024705,
ENSACAG00000011931,
ENSACAG00000017942,PPM1J
ENSACAG00000007124,TSPAN12
ENSACAG00000003481,
ENSACAG00000007094,FKBP6
ENSACAG00000029548,TAFA3
ENSACAG00000003375,
ENSACAG00000027590,
ENSACAG00000012050,JOSD2
ENSACAG00000017945,
ENSACAG00000026866,
ENSACAG00000007047,ING3
ENSACAG00000012061,ASPDH
ENSACAG00000012085,LRRC4B
ENSACAG00000017946,SLC16A1
ENSACAG00000012109,CLEC11A
ENSACAG00000003329,ITGBL1
ENSACAG00000017947,LRIG2
ENSACAG00000012124,SHANK1
ENSACAG00000003267,FGF14
ENSACAG00000007000,CPED1
ENSACAG00000002987,TPP2
ENSACAG00000012228,
ENSACAG00000002373,MLC1
ENSACAG00000002204,AP4B1
ENSACAG00000012232,SYT3
ENSACAG00000002291,DCLRE1B
ENSACAG00000002357,MOV10L1
ENSACAG00000012308,EMC10
ENSACAG00000002309,HIPK1
ENSACAG00000002347,PANX2
ENSACAG00000012337,FAM71E1
ENSACAG00000027919,
ENSACAG00000002962,METTL21C
ENSACAG00000002519,OLFML3
ENSACAG00000002304,TRABD
ENSACAG00000012342,MYBPC2
ENSACAG00000002950,
ENSACAG00000028663,
ENSACAG00000002524,SYT6
ENSACAG00000002256,SELENOO
ENSACAG00000002909,POGLUT2
ENSACAG00000029252,
ENSACAG00000002900,
ENSACAG00000002617,TRIM33
ENSACAG00000029484,
ENSACAG00000002766,
ENSACAG00000002182,TUBGCP6
ENSACAG00000002751,
ENSACAG00000002693,SLC10A2
ENSACAG00000002041,HDAC10
ENSACAG00000002720,BCAS2
ENSACAG00000026296,
ENSACAG00000023481,POLD1
ENSACAG00000029666,
ENSACAG00000002604,EFNB2
ENSACAG00000002027,
ENSACAG00000002773,DENND2C
ENSACAG00000002592,ARGLU1
ENSACAG00000006059,
ENSACAG00000001919,MAPK12
ENSACAG00000006065,FAM155A
ENSACAG00000006067,NAXD
ENSACAG00000012517,NR1H2
ENSACAG00000006129,CARS2
ENSACAG00000002927,AMPD1
ENSACAG00000001806,MAPK11
ENSACAG00000028537,
ENSACAG00000012639,RUVBL2
ENSACAG00000006183,ING1
ENSACAG00000006186,ANKRD10
ENSACAG00000006216,ARHGEF7
ENSACAG00000012743,PNKP
ENSACAG00000003090,NRAS
ENSACAG00000029361,
ENSACAG00000006346,SOX1
ENSACAG00000001572,PLXNB2
ENSACAG00000006362,TUBGCP3
ENSACAG00000003120,CSDE1
ENSACAG00000012814,TRPM4
ENSACAG00000008880,
ENSACAG00000001512,
ENSACAG00000001494,ZNF800
ENSACAG00000006490,ATP11A
ENSACAG00000001352,GRM8
ENSACAG00000003294,SIKE1
ENSACAG00000003336,
ENSACAG00000001301,POT1
ENSACAG00000003361,
ENSACAG00000001286,
ENSACAG00000013088,PPFIA3
ENSACAG00000027063,HYAL4
ENSACAG00000003405,TSHB
ENSACAG00000003406,
ENSACAG00000001202,
