,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
7935,5834,XB-GENEPAGE-966438,PYGB,glycogen phosphorylase B,PYGB,ENSG00000100994,XB-GENE-966442,XM_041591555
7936,5834,XB-GENEPAGE-966438,PYGB,glycogen phosphorylase B,PYGB,ENSG00000100994,XB-GENE-966442,XM_041591556
7937,10212,XB-GENEPAGE-966446,DDX39A,DEAD-box helicase 39A,DDX39A,ENSG00000123136,XB-GENE-966454,XM_018254049
7938,10212,XB-GENEPAGE-966446,DDX39A,DEAD-box helicase 39A,DDX39A,ENSG00000123136,XB-GENE-966454,XM_018254050
7939,10212,XB-GENEPAGE-966446,DDX39A,DEAD-box helicase 39A,DDX39A,ENSG00000123136,XB-GENE-966454,XM_041587498
7940,5592,XB-GENEPAGE-966464,PRKG1,protein kinase cGMP-dependent 1,PRKG1,ENSG00000185532,XB-GENE-17333689,XM_018227315
7941,5592,XB-GENEPAGE-966464,PRKG1,protein kinase cGMP-dependent 1,PRKG1,ENSG00000185532,XB-GENE-17333689,XM_018227316
7942,9867,XB-GENEPAGE-966470,PJA2,"praja ring finger 2, E3 ubiquitin protein ligase",PJA2,ENSG00000198961,XB-GENE-966475,XM_018235707
7943,347730,XB-GENEPAGE-966480,LRRTM1,leucine rich repeat transmembrane neuronal 1,LRRTM1,ENSG00000162951,XB-GENE-17336653,XM_018242986
7944,254295,XB-GENEPAGE-966496,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,PHYHD1,ENSG00000175287,XB-GENE-6488152,XM_018232708
7945,22845,XB-GENEPAGE-966504,DOLK,dolichol kinase,DOLK,ENSG00000175283,XB-GENE-17330282,XM_018232712
7946,22845,XB-GENEPAGE-966504,DOLK,dolichol kinase,DOLK,ENSG00000175283,XB-GENE-17330282,XM_018232713
7947,22845,XB-GENEPAGE-966504,DOLK,dolichol kinase,DOLK,ENSG00000175283,XB-GENE-17330282,XM_018232712
7948,22845,XB-GENEPAGE-966504,DOLK,dolichol kinase,DOLK,ENSG00000175283,XB-GENE-17330282,XM_018232713
7949,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574781
7950,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574782
7951,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574783
7952,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574784
7953,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574785
7954,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574786
7955,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574787
7956,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574788
7957,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574789
7958,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574790
7959,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574791
7960,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574792
7961,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574793
7962,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574794
7963,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574795
7964,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574796
7965,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574797
7966,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574798
7967,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574799
7968,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574800
7969,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,XM_041574801
7970,4185,XB-GENEPAGE-966538,ADAM11,ADAM metallopeptidase domain 11,ADAM11,ENSG00000073670,XB-GENE-17338529,XM_018238076
7971,1394,XB-GENEPAGE-966547,CRHR1,"corticotropin releasing hormone receptor 1, gene 1",CRHR1,ENSG00000120088,XB-GENE-6487650,XM_018238094
7972,1394,XB-GENEPAGE-966547,CRHR1,"corticotropin releasing hormone receptor 1, gene 1",CRHR1,ENSG00000120088,XB-GENE-6487650,XM_018238095
7973,1394,XB-GENEPAGE-966547,CRHR1,"corticotropin releasing hormone receptor 1, gene 1",CRHR1,ENSG00000120088,XB-GENE-6487650,XM_041578944
7974,1394,XB-GENEPAGE-966547,CRHR1,"corticotropin releasing hormone receptor 1, gene 1",CRHR1,ENSG00000120088,XB-GENE-6487650,XM_041578945
7975,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_018238098
7976,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_018238103
7977,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_018238104
7978,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_018238105
7979,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_041579191
7980,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_041579192
7981,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_041579193
7982,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_041579194
7983,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,XM_041579195
7984,7343,XB-GENEPAGE-966564,UBTF,upstream binding transcription factor,UBTF,ENSG00000108312,XB-GENE-966569,XM_018237169
7985,7343,XB-GENEPAGE-966564,UBTF,upstream binding transcription factor,UBTF,ENSG00000108312,XB-GENE-966569,XM_018237170
7986,7343,XB-GENEPAGE-966564,UBTF,upstream binding transcription factor,UBTF,ENSG00000108312,XB-GENE-966569,XM_018237171
7987,7343,XB-GENEPAGE-966564,UBTF,upstream binding transcription factor,UBTF,ENSG00000108312,XB-GENE-966569,XM_041577617
7988,113026,XB-GENEPAGE-966577,PLCD3,phospholipase C delta 3,PLCD3,ENSG00000161714,XB-GENE-17339785,XM_018238087
7989,113026,XB-GENEPAGE-966577,PLCD3,phospholipase C delta 3,PLCD3,ENSG00000161714,XB-GENE-17339785,XM_041578601
7990,7763,XB-GENEPAGE-966582,ZFAND5,zinc finger AN1-type containing 5,ZFAND5,ENSG00000107372,XB-GENE-6256228,XM_018237399
7991,9136,XB-GENEPAGE-966596,RRP9,"to ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",RRP9,ENSG00000114767,XB-GENE-966600,XM_018261323
7992,23390,XB-GENEPAGE-966617,ZDHHC17,zinc finger DHHC-type containing 17,ZDHHC17,ENSG00000186908,XB-GENE-6487889,XM_018255938
7993,23390,XB-GENEPAGE-966617,ZDHHC17,zinc finger DHHC-type containing 17,ZDHHC17,ENSG00000186908,XB-GENE-6487889,XM_018255939
7994,9710,XB-GENEPAGE-966641,GARRE1,granule associated Rac and RHOG effector 1,GARRE1,ENSG00000166398,XB-GENE-17330325,XM_018240481
7995,9710,XB-GENEPAGE-966641,GARRE1,granule associated Rac and RHOG effector 1,GARRE1,ENSG00000166398,XB-GENE-17330325,XM_041561214
7996,83591,XB-GENEPAGE-966660,THAP2,"THAP domain containing, apoptosis associated protein 2",THAP2,ENSG00000173451,XB-GENE-6488731,XM_018249676
7997,6123,XB-GENEPAGE-966684,RPL3L,ribosomal protein L3 like,RPL3L,ENSG00000140986,XB-GENE-17338074,XM_018239300
7998,10273,XB-GENEPAGE-966696,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",STUB1,ENSG00000103266,XB-GENE-17337388,XM_018239333
7999,64711,XB-GENEPAGE-966706,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6,HS3ST6,ENSG00000162040,XB-GENE-17344583,XM_018239303
8000,64711,XB-GENEPAGE-966706,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6,HS3ST6,ENSG00000162040,XB-GENE-17344583,XM_018239303
8001,3029,XB-GENEPAGE-966711,HAGH,hydroxyacylglutathione hydrolase,HAGH,ENSG00000063854,XB-GENE-17331492,XM_018239304
8002,3029,XB-GENEPAGE-966711,HAGH,hydroxyacylglutathione hydrolase,HAGH,ENSG00000063854,XB-GENE-17331492,XM_018239305
8003,3029,XB-GENEPAGE-966711,HAGH,hydroxyacylglutathione hydrolase,HAGH,ENSG00000063854,XB-GENE-17331492,XM_018239306
8004,3029,XB-GENEPAGE-966711,HAGH,hydroxyacylglutathione hydrolase,HAGH,ENSG00000063854,XB-GENE-17331492,XM_018239307
8005,79651,XB-GENEPAGE-966768,RHBDF2,rhomboid 5 homolog 2,RHBDF2,ENSG00000129667,XB-GENE-6489195,XM_018238538
8006,2058,XB-GENEPAGE-966790,EPRS1,glutamyl-prolyl-tRNA synthetase 1,EPRS1,ENSG00000136628,XB-GENE-966795,XM_041563878
8007,2058,XB-GENEPAGE-966790,EPRS1,glutamyl-prolyl-tRNA synthetase 1,EPRS1,ENSG00000136628,XB-GENE-966795,XM_041563879
8008,57680,XB-GENEPAGE-966846,CHD8,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,XB-GENE-17331966,XM_018243943
8009,57680,XB-GENEPAGE-966846,CHD8,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,XB-GENE-17331966,XM_018243944
8010,57680,XB-GENEPAGE-966846,CHD8,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,XB-GENE-17331966,XM_018243945
8011,57680,XB-GENEPAGE-966846,CHD8,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,XB-GENE-17331966,XM_018243946
8012,6010,XB-GENEPAGE-966886,RHO,rhodopsin,RHO,ENSG00000163914,XB-GENE-17342665,XM_018261362
8013,29995,XB-GENEPAGE-966901,LMCD1,LIM and cysteine-rich domains 1,LMCD1,ENSG00000071282,XB-GENE-17345970,XM_018261349
8014,150726,XB-GENEPAGE-966907,FBXO41,F-box protein 41,FBXO41,ENSG00000163013,XB-GENE-17345968,XM_041579329
8015,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,XM_018255432
8016,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,XM_018255433
8017,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,XM_018255434
8018,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,XM_041588300
8019,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,XM_041588302
8020,55662,XB-GENEPAGE-966943,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,HIF1AN,ENSG00000166135,XB-GENE-966949,XM_041571096
8021,55662,XB-GENEPAGE-966943,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,HIF1AN,ENSG00000166135,XB-GENE-966949,XM_041571097
8022,55662,XB-GENEPAGE-966943,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,HIF1AN,ENSG00000166135,XB-GENE-966949,XM_041571098
8023,167227,XB-GENEPAGE-966969,DCP2,decapping mRNA 2,DCP2,ENSG00000172795,XB-GENE-17330266,XM_018244316
8024,167227,XB-GENEPAGE-966969,DCP2,decapping mRNA 2,DCP2,ENSG00000172795,XB-GENE-17330266,XM_018244317
8025,84900,XB-GENEPAGE-966980,RNFT2,"ring finger protein, transmembrane 2",RNFT2,ENSG00000135119,XB-GENE-17343567,XM_018244233
8026,84900,XB-GENEPAGE-966980,RNFT2,"ring finger protein, transmembrane 2",RNFT2,ENSG00000135119,XB-GENE-17343567,XM_018244235
8027,63027,XB-GENEPAGE-966988,SLC22A23,solute carrier family 22 member 23,SLC22A23,ENSG00000137266,XB-GENE-6486153,XM_018269451
8028,51053,XB-GENEPAGE-966993,GMNN,"geminin, DNA replication inhibitor",GMNN,ENSG00000112312,XB-GENE-967001,XM_018268648
8029,51053,XB-GENEPAGE-966993,GMNN,"geminin, DNA replication inhibitor",GMNN,ENSG00000112312,XB-GENE-967001,XM_018268649
8030,51053,XB-GENEPAGE-966993,GMNN,"geminin, DNA replication inhibitor",GMNN,ENSG00000112312,XB-GENE-967001,XM_041567107
8031,51567,XB-GENEPAGE-967012,TDP2,tyrosyl-DNA phosphodiesterase 2,TDP2,ENSG00000111802,XB-GENE-967018,XM_018268531
8032,51138,XB-GENEPAGE-967023,COPS4,COP9 signalosome subunit 4,COPS4,ENSG00000138663,XB-GENE-17339673,XM_041579734
8033,80031,XB-GENEPAGE-967069,SEMA6D,semaphorin 6D,SEMA6D,ENSG00000137872,XB-GENE-17340807,XM_041588289
8034,80031,XB-GENEPAGE-967069,SEMA6D,semaphorin 6D,SEMA6D,ENSG00000137872,XB-GENE-17340807,XM_041588290
8035,80031,XB-GENEPAGE-967069,SEMA6D,semaphorin 6D,SEMA6D,ENSG00000137872,XB-GENE-17340807,XM_041588291
8036,57596,XB-GENEPAGE-967085,BEGAIN,brain enriched guanylate kinase associated,BEGAIN,ENSG00000183092,XB-GENE-6489062,XM_018233683
8037,57596,XB-GENEPAGE-967085,BEGAIN,brain enriched guanylate kinase associated,BEGAIN,ENSG00000183092,XB-GENE-6489062,XM_041574924
8038,57596,XB-GENEPAGE-967085,BEGAIN,brain enriched guanylate kinase associated,BEGAIN,ENSG00000183092,XB-GENE-6489062,XM_018233683
8039,57596,XB-GENEPAGE-967085,BEGAIN,brain enriched guanylate kinase associated,BEGAIN,ENSG00000183092,XB-GENE-6489062,XM_041574925
8040,130367,XB-GENEPAGE-967103,SGPP2,sphingosine-1-phosphate phosphatase 2,SGPP2,ENSG00000163082,XB-GENE-17342920,XM_041564962
8041,23192,XB-GENEPAGE-967110,ATG4B,"autophagy related 4B, cysteine peptidase",ATG4B,ENSG00000168397,XB-GENE-17334209,XM_018265830
8042,23192,XB-GENEPAGE-967110,ATG4B,"autophagy related 4B, cysteine peptidase",ATG4B,ENSG00000168397,XB-GENE-17334209,XM_041564968
8043,51078,XB-GENEPAGE-967121,THAP4,THAP domain containing 4,THAP4,ENSG00000176946,XB-GENE-6485982,XM_018265827
8044,51078,XB-GENEPAGE-967121,THAP4,THAP domain containing 4,THAP4,ENSG00000176946,XB-GENE-6485982,XM_018265828
8045,51078,XB-GENEPAGE-967121,THAP4,THAP domain containing 4,THAP4,ENSG00000176946,XB-GENE-6485982,XM_018265829
8046,84975,XB-GENEPAGE-967130,MFSD5,major facilitator superfamily domain containing 5,MFSD5,ENSG00000182544,XB-GENE-967136,XM_018247950
8047,84975,XB-GENEPAGE-967130,MFSD5,major facilitator superfamily domain containing 5,MFSD5,ENSG00000182544,XB-GENE-967136,XM_018247951
8048,3221,XB-GENEPAGE-967140,HOXC4,homeobox C4,HOXC4,ENSG00000198353,XB-GENE-17344104,XM_018250129
8049,3221,XB-GENEPAGE-967140,HOXC4,homeobox C4,HOXC4,ENSG00000198353,XB-GENE-17344104,XM_041584463
8050,3221,XB-GENEPAGE-967140,HOXC4,homeobox C4,HOXC4,ENSG00000198353,XB-GENE-17344104,XM_041584464
8051,3221,XB-GENEPAGE-967140,HOXC4,homeobox C4,HOXC4,ENSG00000198353,XB-GENE-17344104,XM_041584466
8052,3221,XB-GENEPAGE-967140,HOXC4,homeobox C4,HOXC4,ENSG00000198353,XB-GENE-17344104,XM_041584467
8053,79269,XB-GENEPAGE-967154,DCAF10,DDB1 and CUL4 associated factor 10,DCAF10,ENSG00000122741,XB-GENE-17335399,XM_018239950
8054,79269,XB-GENEPAGE-967154,DCAF10,DDB1 and CUL4 associated factor 10,DCAF10,ENSG00000122741,XB-GENE-17335399,XM_018239952
8055,51121,XB-GENEPAGE-967177,RPL26L1,ribosomal protein L26 like 1,RPL26L1,ENSG00000037241,XB-GENE-17334815,XM_018256130
8056,26512,XB-GENEPAGE-967189,INTS6,integrator complex subunit 6,INTS6,ENSG00000102786,XB-GENE-967193,XM_041583209
8057,26512,XB-GENEPAGE-967189,INTS6,integrator complex subunit 6,INTS6,ENSG00000102786,XB-GENE-967193,XM_041583210
8058,6191,XB-GENEPAGE-967200,RPS4X,ribosomal protein S4 X-linked,RPS4X,ENSG00000198034,XB-GENE-967208,XM_018232172
8059,9135,XB-GENEPAGE-967239,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",RABEP1,ENSG00000029725,XB-GENE-17338083,XM_018249723
8060,9135,XB-GENEPAGE-967239,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",RABEP1,ENSG00000029725,XB-GENE-17338083,XM_041584141
8061,87178,XB-GENEPAGE-967250,PNPT1,polyribonucleotide nucleotidyltransferase 1,PNPT1,ENSG00000138035,XB-GENE-6487436,XM_018265094
8062,10902,XB-GENEPAGE-967260,BRD8,bromodomain containing 8,BRD8,ENSG00000112983,XB-GENE-6486271,XM_018256079
8063,10902,XB-GENEPAGE-967260,BRD8,bromodomain containing 8,BRD8,ENSG00000112983,XB-GENE-6486271,XM_018256080
8064,10902,XB-GENEPAGE-967260,BRD8,bromodomain containing 8,BRD8,ENSG00000112983,XB-GENE-6486271,XM_018256081
8065,10902,XB-GENEPAGE-967260,BRD8,bromodomain containing 8,BRD8,ENSG00000112983,XB-GENE-6486271,XM_018256082
8066,10902,XB-GENEPAGE-967260,BRD8,bromodomain containing 8,BRD8,ENSG00000112983,XB-GENE-6486271,XM_018256084
8067,282991,XB-GENEPAGE-967290,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2",BLOC1S2,ENSG00000196072,XB-GENE-17345387,XM_018227486
8068,282991,XB-GENEPAGE-967290,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2",BLOC1S2,ENSG00000196072,XB-GENE-17345387,XM_018227488
8069,22795,XB-GENEPAGE-967328,NID2,nidogen 2,NID2,ENSG00000087303,XB-GENE-17336747,XM_018232348
8070,6815,XB-GENEPAGE-967346,STYX,serine/threonine/tyrosine interacting protein,STYX,ENSG00000198252,XB-GENE-6253970,XM_018232075
8071,6815,XB-GENEPAGE-967346,STYX,serine/threonine/tyrosine interacting protein,STYX,ENSG00000198252,XB-GENE-6253970,XM_041574287
8072,6815,XB-GENEPAGE-967346,STYX,serine/threonine/tyrosine interacting protein,STYX,ENSG00000198252,XB-GENE-6253970,XM_041574289
8073,7056,XB-GENEPAGE-967379,THBD,thrombomodulin,THBD,ENSG00000178726,XB-GENE-6487317,XM_018265066
8074,56261,XB-GENEPAGE-967384,GPCPD1,glycerophosphocholine phosphodiesterase 1,GPCPD1,ENSG00000125772,XB-GENE-17331386,XM_018265074
8075,56261,XB-GENEPAGE-967384,GPCPD1,glycerophosphocholine phosphodiesterase 1,GPCPD1,ENSG00000125772,XB-GENE-17331386,XM_041564331
8076,56261,XB-GENEPAGE-967384,GPCPD1,glycerophosphocholine phosphodiesterase 1,GPCPD1,ENSG00000125772,XB-GENE-17331386,XM_041564332
8077,56261,XB-GENEPAGE-967384,GPCPD1,glycerophosphocholine phosphodiesterase 1,GPCPD1,ENSG00000125772,XB-GENE-17331386,XM_041564333
8078,10936,XB-GENEPAGE-967394,GPR75,G protein-coupled receptor 75,GPR75,ENSG00000119737,XB-GENE-967398,XM_018264344
8079,8838,XB-GENEPAGE-967530,CCN6,cellular communication network factor 6,CCN6,ENSG00000112761,XB-GENE-17332254,XM_041564105
8080,23567,XB-GENEPAGE-967543,ZNF346,zinc finger protein 346,ZNF346,ENSG00000113761,XB-GENE-967548,XM_018254087
8081,23567,XB-GENEPAGE-967543,ZNF346,zinc finger protein 346,ZNF346,ENSG00000113761,XB-GENE-967548,XM_018254088
8082,23567,XB-GENEPAGE-967543,ZNF346,zinc finger protein 346,ZNF346,ENSG00000113761,XB-GENE-967548,XM_041587510
8083,56548,XB-GENEPAGE-967555,CHST7,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7,CHST7,ENSG00000147119,XB-GENE-17331639,XM_018249817
8084,9923,XB-GENEPAGE-967575,ZBTB40,zinc finger and BTB domain containing 40,ZBTB40,ENSG00000184677,XB-GENE-17331035,XM_041571443
8085,9923,XB-GENEPAGE-967575,ZBTB40,zinc finger and BTB domain containing 40,ZBTB40,ENSG00000184677,XB-GENE-17331035,XM_041571444
8086,998,XB-GENEPAGE-967584,CDC42,cell division cycle 42,CDC42,ENSG00000070831,XB-GENE-17339258,XM_018227910
8087,998,XB-GENEPAGE-967584,CDC42,cell division cycle 42,CDC42,ENSG00000070831,XB-GENE-17339258,XM_018227912
8088,27334,XB-GENEPAGE-967609,P2RY10,P2Y receptor family member 10,P2RY10,ENSG00000078589,XB-GENE-17340392,XM_018233100
8089,27334,XB-GENEPAGE-967609,P2RY10,P2Y receptor family member 10,P2RY10,ENSG00000078589,XB-GENE-17340392,XM_041575050
8090,27334,XB-GENEPAGE-967609,P2RY10,P2Y receptor family member 10,P2RY10,ENSG00000078589,XB-GENE-17340392,XM_041575051
8091,27334,XB-GENEPAGE-967609,P2RY10,P2Y receptor family member 10,P2RY10,ENSG00000078589,XB-GENE-17340392,XM_041575052
8092,27334,XB-GENEPAGE-967609,P2RY10,P2Y receptor family member 10,P2RY10,ENSG00000078589,XB-GENE-17340392,XM_041575053
8093,3358,XB-GENEPAGE-967633,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",HTR2C,ENSG00000147246,XB-GENE-6255755,XM_018233105
8094,3358,XB-GENEPAGE-967633,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",HTR2C,ENSG00000147246,XB-GENE-6255755,XM_041575069
8095,5357,XB-GENEPAGE-967637,PLS1,plastin 1,PLS1,ENSG00000120756,XB-GENE-17334857,XM_018265780
8096,386618,XB-GENEPAGE-967657,KCTD4,potassium channel tetramerization domain containing 4,KCTD4,ENSG00000180332,XB-GENE-17333399,XM_018249945
8097,80262,XB-GENEPAGE-967662,PHAF1,phagosome assembly factor 1,PHAF1,ENSG00000125149,XB-GENE-17340966,XM_018260457
8098,23268,XB-GENEPAGE-967683,DNMBP,dynamin binding protein,DNMBP,ENSG00000107554,XB-GENE-17342735,XM_018227513
8099,23268,XB-GENEPAGE-967683,DNMBP,dynamin binding protein,DNMBP,ENSG00000107554,XB-GENE-17342735,XM_018227514
8100,5058,XB-GENEPAGE-967715,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,ENSG00000149269,XB-GENE-967720,XM_041583012
8101,5058,XB-GENEPAGE-967715,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,ENSG00000149269,XB-GENE-967720,XM_041583013
8102,5058,XB-GENEPAGE-967715,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,ENSG00000149269,XB-GENE-967720,XM_041583014
8103,5058,XB-GENEPAGE-967715,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,PAK1,ENSG00000149269,XB-GENE-967720,XM_041583015
8104,1660,XB-GENEPAGE-967774,DHX9,DEAH-box helicase 9,DHX9,ENSG00000135829,XB-GENE-17334976,XM_018260971
8105,1660,XB-GENEPAGE-967774,DHX9,DEAH-box helicase 9,DHX9,ENSG00000135829,XB-GENE-17334976,XM_018260972
8106,26519,XB-GENEPAGE-967785,TIMM10,translocase of inner mitochondrial membrane 10 homolog,TIMM10,ENSG00000134809,XB-GENE-6256179,XM_018239380
8107,26519,XB-GENEPAGE-967785,TIMM10,translocase of inner mitochondrial membrane 10 homolog,TIMM10,ENSG00000134809,XB-GENE-6256179,XM_018239387
8108,10025,XB-GENEPAGE-967799,MED16,mediator complex subunit 16,MED16,ENSG00000175221,XB-GENE-17337917,XM_018243615
8109,10025,XB-GENEPAGE-967799,MED16,mediator complex subunit 16,MED16,ENSG00000175221,XB-GENE-17337917,XM_018243616
8110,10073,XB-GENEPAGE-967844,SNUPN,snurportin 1,SNUPN,ENSG00000169371,XB-GENE-17332447,XM_041588356
8111,10073,XB-GENEPAGE-967844,SNUPN,snurportin 1,SNUPN,ENSG00000169371,XB-GENE-17332447,XM_041588357
8112,10073,XB-GENEPAGE-967844,SNUPN,snurportin 1,SNUPN,ENSG00000169371,XB-GENE-17332447,XM_041588358
8113,10073,XB-GENEPAGE-967844,SNUPN,snurportin 1,SNUPN,ENSG00000169371,XB-GENE-17332447,XM_041588359
8114,146456,XB-GENEPAGE-967875,TMED6,transmembrane p24 trafficking protein 6,TMED6,ENSG00000157315,XB-GENE-6487845,XM_018259924
8115,6169,XB-GENEPAGE-967892,RPL38,ribosomal protein L38,RPL38,ENSG00000172809,XB-GENE-17337656,XM_018238321
8116,6169,XB-GENEPAGE-967892,RPL38,ribosomal protein L38,RPL38,ENSG00000172809,XB-GENE-17337656,XM_018238322
8117,6169,XB-GENEPAGE-967892,RPL38,ribosomal protein L38,RPL38,ENSG00000172809,XB-GENE-17337656,XM_018238323
8118,80231,XB-GENEPAGE-967917,TASL,TLR adaptor interacting with endolysosomal SLC15A4,TASL,ENSG00000120280,XB-GENE-17343292,XM_018249742
8119,51699,XB-GENEPAGE-967951,VPS29,VPS29 retromer complex component,VPS29,ENSG00000111237,XB-GENE-967958,XM_041580374
8120,51699,XB-GENEPAGE-967951,VPS29,VPS29 retromer complex component,VPS29,ENSG00000111237,XB-GENE-967958,XM_041580375
8121,27032,XB-GENEPAGE-968173,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",ATP2C1,ENSG00000017260,XB-GENE-17336005,XM_018267498
8122,27032,XB-GENEPAGE-968173,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",ATP2C1,ENSG00000017260,XB-GENE-17336005,XM_018267499
8123,27032,XB-GENEPAGE-968173,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",ATP2C1,ENSG00000017260,XB-GENE-17336005,XM_041566040
8124,27032,XB-GENEPAGE-968173,ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",ATP2C1,ENSG00000017260,XB-GENE-17336005,XM_041566041
